,0,1,2
0,ARNZ70R1187B9A4824,ARJGQDS1187B99DDEA,1.0
1,ARNZ70R1187B9A4824,ARAZCWP129462A97F1,0.9289617486338798
2,ARNZ70R1187B9A4824,ARE8GLF1187FB52532,0.7339853527394085
3,ARNZ70R1187B9A4824,ARN69L01187B99DFFA,0.9723602484472049
4,ARNZ70R1187B9A4824,ARH6W4X1187B99274F,0.7063533637656215
5,ARNZ70R1187B9A4824,ARKBTPV1187FB38A79,0.9351236850608552
6,ARNZ70R1187B9A4824,ARMEW4Q1187FB57238,0.9252314543536857
7,ARNZ70R1187B9A4824,ARO5T1P1187B9AC680,0.6481876332622603
8,ARNZ70R1187B9A4824,ARVT7941187B9AEB48,0.8342595619483492
9,ARNZ70R1187B9A4824,AR03BDP1187FB5B324,0.91870908175256
10,ARNZ70R1187B9A4824,ARUFTTR1187FB3A4B0,0.7197204968944099
11,ARNZ70R1187B9A4824,ARW2AMZ1187FB381AC,0.8862224731789949
12,ARNZ70R1187B9A4824,AR91C8S1187B990901,0.7164142647777234
13,ARNZ70R1187B9A4824,ARB054P1187B9AD32E,0.7561473666297966
14,ARNZ70R1187B9A4824,AR57Z841187B9B7D7D,0.9227329192546584
15,ARNZ70R1187B9A4824,AR6LKUT1187FB57287,0.8013303378705783
16,ARNZ70R1187B9A4824,AR1RMYB1187FB5A59E,0.6819875776397515
17,ARNZ70R1187B9A4824,AR5KAA01187FB5AEB7,0.9291758722747926
18,ARNZ70R1187B9A4824,ARSF0K11187B9AF319,0.8399573219525207
19,ARNZ70R1187B9A4824,ARLLANI1187FB5116F,0.966660577274388
20,ARNZ70R1187B9A4824,ARMM6WZ1187FB4958D,0.8017625443075022
21,ARNZ70R1187B9A4824,AR8L6W21187B9AD317,0.8380656610470274
22,ARNZ70R1187B9A4824,ARE2G8K1187FB53219,0.8842325825039288
23,ARNZ70R1187B9A4824,ARJA1841187FB3A029,0.6968352558414669
24,ARNZ70R1187B9A4824,ARAPI451187B9B6E6F,0.9192546583850931
25,ARNZ70R1187B9A4824,AR20CFC1187B98A25D,0.9516201451769812
26,ARNZ70R1187B9A4824,ARVHQNN1187B9B9FA3,0.8283890023020457
