,0,1,2
0,ARNZ70R1187B9A4824,ARJGQDS1187B99DDEA,1.0
1,ARNZ70R1187B9A4824,ARAZCWP129462A97F1,0.9631728045325779
2,ARNZ70R1187B9A4824,ARE8GLF1187FB52532,0.8465877195327328
3,ARNZ70R1187B9A4824,ARN69L01187B99DFFA,0.9859864588253819
4,ARNZ70R1187B9A4824,ARH6W4X1187B99274F,0.8279098324708358
5,ARNZ70R1187B9A4824,ARKBTPV1187FB38A79,0.9664743316202528
6,ARNZ70R1187B9A4824,ARMEW4Q1187FB57238,0.9611638665692722
7,ARNZ70R1187B9A4824,ARO5T1P1187B9AC680,0.7865459249676584
8,ARNZ70R1187B9A4824,ARVT7941187B9AEB48,0.9096417750846549
9,ARNZ70R1187B9A4824,AR03BDP1187FB5B324,0.9576324941490407
10,ARNZ70R1187B9A4824,ARUFTTR1187FB3A4B0,0.8370203160270882
11,ARNZ70R1187B9A4824,ARW2AMZ1187FB381AC,0.9396796886693608
12,ARNZ70R1187B9A4824,AR91C8S1187B990901,0.8347801337697454
13,ARNZ70R1187B9A4824,ARB054P1187B9AD32E,0.8611434108527134
14,ARNZ70R1187B9A4824,AR57Z841187B9B7D7D,0.9598139294482494
15,ARNZ70R1187B9A4824,AR6LKUT1187FB57287,0.8897094786266266
16,ARNZ70R1187B9A4824,AR1RMYB1187FB5A59E,0.8109305760709011
17,ARNZ70R1187B9A4824,AR5KAA01187FB5AEB7,0.9632878843535942
18,ARNZ70R1187B9A4824,ARSF0K11187B9AF319,0.9130182661641056
19,ARNZ70R1187B9A4824,ARLLANI1187FB5116F,0.9830476986670382
20,ARNZ70R1187B9A4824,ARMM6WZ1187FB4958D,0.8899758148936939
21,ARNZ70R1187B9A4824,AR8L6W21187B9AD317,0.9118995896693217
22,ARNZ70R1187B9A4824,ARE2G8K1187FB53219,0.9385599110369753
23,ARNZ70R1187B9A4824,ARJA1841187FB3A029,0.8213351926093777
24,ARNZ70R1187B9A4824,ARAPI451187B9B6E6F,0.9579288025889967
25,ARNZ70R1187B9A4824,AR20CFC1187B98A25D,0.9752104143100905
26,ARNZ70R1187B9A4824,ARVHQNN1187B9B9FA3,0.9061408718375101
27,ARNZ70R1187B9A4824,ARUM60L1187B9A7E1F,0.941308149702693
28,ARNZ70R1187B9A4824,AR6681Y1187FB39B02,0.9336729820092341
29,ARNZ70R1187B9A4824,AR5FP401187FB523C9,0.8835221545780753
30,ARNZ70R1187B9A4824,ARSC6WR1187FB40B18,0.9769174118884797
31,ARNZ70R1187B9A4824,AR65K7A1187FB4DAA4,0.9110445205479448
